"","OTU","Sample","Abundance","sample_type","author","host_disease","host_subtype","Collection","Kingdom","Phylum","Class","Order","Family"
"2721","ASV2861","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2722","ASV2861","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2723","ASV2861","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2724","ASV2861","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2725","ASV2861","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2726","ASV2861","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2727","ASV2861","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2728","ASV2861","SRR2923351",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2729","ASV2861","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2730","ASV2861","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2731","ASV2861","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2732","ASV2861","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2733","ASV2861","SRR2923391",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2734","ASV2861","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2736","ASV2861","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2737","ASV2861","SRR2923748",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2738","ASV2861","SRR2923772",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2739","ASV2861","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2740","ASV2861","SRR2923397",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2741","ASV2861","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2742","ASV2861","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2743","ASV2861","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2744","ASV2861","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2745","ASV2861","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2746","ASV2861","SRR2923400",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2747","ASV2861","SRR2923368",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2748","ASV2861","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2749","ASV2861","SRR2923768",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2750","ASV2861","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2751","ASV2861","SRR2923791",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2752","ASV2861","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2753","ASV2861","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2754","ASV2861","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2756","ASV2861","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2757","ASV2861","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2758","ASV2861","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2759","ASV2861","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2760","ASV2861","SRR2923378",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2761","ASV2861","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2762","ASV2861","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2763","ASV2861","SRR2923362",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2764","ASV2861","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2765","ASV2861","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2766","ASV2861","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2767","ASV2861","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2768","ASV2861","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2769","ASV2861","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2770","ASV2861","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2771","ASV2861","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2772","ASV2861","SRR2923376",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2773","ASV2861","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2774","ASV2861","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
"2775","ASV2861","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae"
