"","OTU","Sample","Abundance","sample_type","author","host_disease","host_subtype","Collection","Kingdom","Phylum","Class","Order"
"2385","ASV3144","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2386","ASV3144","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2387","ASV3144","SRR2923748",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2388","ASV3144","SRR2923358",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2389","ASV3144","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2390","ASV3144","SRR2923351",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2391","ASV3144","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2392","ASV3144","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2393","ASV3144","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2394","ASV3144","SRR2923378",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2395","ASV3144","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2396","ASV3144","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2397","ASV3144","SRR2923368",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2398","ASV3144","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2399","ASV3144","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2400","ASV3144","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2401","ASV334","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2402","ASV334","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2403","ASV334","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2404","ASV334","SRR2923351",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2405","ASV334","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2406","ASV334","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2409","ASV334","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2410","ASV334","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2411","ASV334","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2412","ASV334","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2413","ASV334","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2414","ASV334","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2415","ASV334","SRR2923358",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2416","ASV334","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2419","ASV334","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2420","ASV334","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2421","ASV334","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2422","ASV334","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2423","ASV334","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2425","ASV334","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2426","ASV334","SRR2923378",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2427","ASV334","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2429","ASV334","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2432","ASV334","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2433","ASV334","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2435","ASV334","SRR2923791",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2436","ASV334","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2437","ASV334","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2439","ASV334","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2440","ASV334","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2442","ASV334","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2443","ASV334","SRR2923803",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2444","ASV334","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2445","ASV334","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2447","ASV334","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2448","ASV334","SRR2923400",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2449","ASV334","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2450","ASV334","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2452","ASV334","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2453","ASV334","SRR2923747",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2454","ASV334","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2455","ASV334","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2457","ASV334","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2458","ASV334","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2459","ASV334","SRR2923391",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2460","ASV334","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2462","ASV334","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2463","ASV334","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2466","ASV334","SRR2923805",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2467","ASV334","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2468","ASV334","SRR2923398",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2469","ASV334","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2470","ASV334","SRR2923754",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2471","ASV334","SRR2923397",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2473","ASV334","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2474","ASV334","SRR2923748",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2475","ASV334","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2476","ASV34","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"2481","ASV34","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"2486","ASV34","SRR2923351",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"2491","ASV34","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"2499","ASV34","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"2500","ASV34","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"2504","ASV34","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"2508","ASV34","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"2520","ASV34","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"2521","ASV34","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"2528","ASV34","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"2551","ASV345","SRR2923351",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2552","ASV345","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2553","ASV345","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2554","ASV345","SRR2923378",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2555","ASV345","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2556","ASV345","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2557","ASV345","SRR2923376",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2558","ASV345","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2559","ASV345","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2560","ASV345","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2562","ASV345","SRR2923772",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2563","ASV345","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2564","ASV345","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2567","ASV345","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2568","ASV345","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2571","ASV345","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2572","ASV345","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2573","ASV345","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2577","ASV345","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2578","ASV345","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2579","ASV345","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2580","ASV345","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2581","ASV345","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2583","ASV345","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2584","ASV345","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2585","ASV345","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2586","ASV345","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2588","ASV345","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2589","ASV345","SRR2923791",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2590","ASV345","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2591","ASV345","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2592","ASV345","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2593","ASV345","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2595","ASV345","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2596","ASV345","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2597","ASV345","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2598","ASV345","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2599","ASV345","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2600","ASV345","SRR2923391",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2601","ASV345","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2602","ASV345","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2603","ASV345","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2604","ASV345","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2605","ASV345","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2606","ASV345","SRR2923803",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2607","ASV345","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2608","ASV345","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2609","ASV345","SRR2923808",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2610","ASV345","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2613","ASV345","SRR2923398",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2614","ASV345","SRR2923754",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2615","ASV345","SRR2923400",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2616","ASV345","SRR2923397",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2618","ASV345","SRR2923768",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2619","ASV345","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2620","ASV345","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2621","ASV345","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2623","ASV345","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2624","ASV345","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2625","ASV345","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"2627","ASV482","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group"
"2628","ASV482","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group"
"2629","ASV482","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group"
"2630","ASV482","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group"
"2631","ASV482","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group"
"2632","ASV482","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group"
"2633","ASV482","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group"
"2634","ASV482","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group"
